0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3536900000000003,3.73933,3.76965,3.73318,3.80341,3.82054,3.75407,3.77537,3.87287,3.82672,3.59805,3.37384,3.19376,2.89594,2.42788,1.91314,1.40908,0.895259,0.389397,-0.0946971,-0.547608,-0.94546,-1.45136,-2.33074,-3.46498,-4.48104,-5.2648199999999985,-5.93524,-6.45875,-6.56942,-6.21163,-5.7455,-5.39492,-5.03116,-4.63375,-4.42764,-4.46988,-4.51685,-4.44918,-4.42335,-4.46673,-4.36608,-4.0460699999999985,-3.68289,-3.37925,-3.04333,-2.65039
-2.31839,-2.06086,-1.75734,-1.34994,-0.8743270000000001,-0.359925,0.170628,0.732695,1.39308,2.11334,2.71423,3.15125,3.61597,4.1581199999999985,4.5823,4.83897,5.13357,5.52694,5.75339,5.68612,5.60184,5.64952,5.66155,5.58686,5.57033,5.61391,5.5597900000000005,5.38185,5.187,4.99132,4.68961,4.26088,3.81729,3.40112,2.947,2.43078,1.89746,1.3814,0.891626,0.460827,0.124487,-0.123301,-0.305793,-0.462966,-0.646824,-0.851834,-1.01125,-1.1083,-1.21755,-1.369,-1.49472,-1.56747,-1.65176,-1.75571,-1.7935599999999998,-1.72937,-1.62573,-1.5189700000000002,-1.38176,-1.2063700000000002,-1.02054,-0.8396030000000001,-0.6632020000000001,-0.487648
-0.29804899999999995,-0.0919952,0.100963,0.284387,0.529489,0.8675729999999999,1.2143700000000002,1.53432,1.93317,2.42404,2.83878,3.1186700000000003,3.42596,3.81632,4.0500099999999986,4.01645,3.99449,4.11932,4.21731,4.24244,4.32992,4.46287,4.4203,4.1414300000000015,3.82754,3.56131,3.21275,2.74136,2.26487,1.82718,1.36987,0.8608620000000001,0.294668,-0.317747,-0.8593139999999999,-1.23415,-1.5583,-1.90913,-2.21283,-2.51332,-2.9588400000000004,-3.49615,-3.840980000000001,-3.90734,-3.96837,-4.14393,-4.21125,-4.12093,-4.17173,-4.45046,-4.67245,-4.7270400000000015,-4.83222,-5.04115,-5.12702,-5.03953,-4.99956,-5.06836,-5.02361,-4.78871,-4.57681,-4.46556,-4.26079,-3.89019
-3.5094,-3.1134,-2.54317,-1.7343099999999998,-0.7188180000000001,0.378836,1.32187,2.03404,2.74737,3.55264,4.38826,5.25982,6.1138,6.8350399999999985,7.3343,7.607539999999998,7.73245,7.765060000000001,7.551889999999998,7.00477,6.42208,6.00583,5.6601599999999985,5.34893,5.15141,5.03972,4.8480300000000005,4.51307,4.14027,3.76669,3.3307800000000003,2.79978,2.16629,1.44181,0.7198479999999999,0.111614,-0.401773,-0.867087,-1.22721,-1.46859,-1.7131299999999998,-2.00321,-2.21899,-2.33988,-2.53,-2.83137,-3.01883,-2.97589,-2.92151,-2.97749,-2.97615,-2.85774,-2.79901,-2.84749,-2.83872,-2.74264,-2.7189,-2.79132,-2.75695,-2.52307,-2.25431,-2.03282,-1.76591,-1.42133
-1.05054,-0.664555,-0.262332,0.146552,0.5885739999999999,1.04797,1.42002,1.68785,1.99698,2.38187,2.63817,2.6716900000000003,2.70004,2.84249,2.9498,2.99481,3.15636,3.42332,3.50671,3.29215,3.02405,2.84178,2.62308,2.33446,2.09439,1.90805,1.65175,1.28857,0.892935,0.511493,0.158223,-0.159027,-0.471116,-0.777688,-1.01386,-1.18002,-1.38389,-1.6495099999999998,-1.85624,-1.98545,-2.19538,-2.51264,-2.75339,-2.87162,-3.043,-3.28769,-3.37456,-3.23146,-3.09415,-3.07416,-3.02097,-2.90239,-2.88405,-2.98308,-2.99086,-2.83056,-2.66502,-2.54148,-2.29661,-1.85821,-1.35987,-0.910878,-0.5169050000000001,-0.170943
0.148645,0.450148,0.694375,0.876609,1.0769799999999998,1.31796,1.5027,1.6052,1.74607,1.96007,2.1412,2.30081,2.5836900000000003,2.96826,3.18455,3.10288,2.94638,2.85308,2.71434,2.5136,2.36848,2.25702,2.02296,1.61929,1.13915,0.649282,0.186458,-0.226535,-0.636279,-1.04841,-1.35915,-1.53903,-1.7241099999999998,-1.96593,-2.12731,-2.17119,-2.27914,-2.51866,-2.69868,-2.75393,-2.90516,-3.21412,-3.4793,-3.67152,-3.96745,-4.33608,-4.4585,-4.22874,-3.95629,-3.79145,-3.5470900000000003,-3.17438,-2.86632,-2.66935,-2.41101,-2.02016,-1.59545,-1.16994,-0.712198,-0.228391,0.28589499999999995,0.807605,1.25657,1.66379
2.18535,2.80459,3.2080900000000003,3.2319,3.17071,3.21411,3.1969,3.08164,3.06228,3.1379200000000003,3.07968,2.83834,2.59093,2.38615,2.10014,1.69618,1.26,0.828866,0.400973,-0.0241675,-0.490966,-0.988005,-1.37322,-1.57404,-1.72816,-1.91122,-2.01277,-2.00659,-2.04745,-2.19346,-2.31544,-2.39989,-2.62194,-3.00349,-3.25964,-3.23738,-3.18026,-3.21548,-3.20147,-3.13452,-3.14416,-3.18573,-3.0589,-2.72048,-2.33719,-1.98892,-1.61326,-1.18963,-0.758443,-0.335491,0.0606985,0.422969,0.819953,1.27271,1.6729599999999998,1.99931,2.4072400000000003,2.91638,3.28377,3.40696,3.52114,3.72353,3.77861,3.59679
3.41852,3.334,3.1729700000000003,2.90719,2.6854400000000003,2.51093,2.23555,1.82403,1.38212,0.96918,0.577731,0.202282,-0.180188,-0.576544,-0.923155,-1.20917,-1.54818,-1.94961,-2.21476,-2.24813,-2.2408,-2.30841,-2.35882,-2.40796,-2.60561,-2.9384,-3.16753,-3.21845,-3.3280300000000005,-3.5729800000000003,-3.73472,-3.74255,-3.76281,-3.7873,-3.59173,-3.11927,-2.55585,-2.0097400000000003,-1.45537,-0.893266,-0.343988,0.178972,0.629648,1.00007,1.38697,1.81974,2.15082,2.31711,2.51043,2.82844,3.1029400000000003,3.29129,3.61346,4.10276,4.40037,4.31473,4.15674,4.10544,3.97167,3.71678,3.53954,3.45574,3.23772,2.80744
2.34641,1.95815,1.5777,1.1821700000000002,0.8200379999999999,0.508416,0.228459,-0.039953,-0.334915,-0.6738890000000001,-0.982291,-1.21207,-1.4569,-1.74994,-2.00125,-2.22224,-2.5239700000000003,-2.87248,-3.06852,-3.0634900000000003,-3.06469,-3.17,-3.17219,-2.95228,-2.74742,-2.71392,-2.72578,-2.74828,-2.89334,-3.08963,-3.08062,-2.78694,-2.38505,-1.974,-1.51167,-1.00044,-0.491074,-0.0118012,0.408531,0.7695270000000001,1.14868,1.56526,1.89637,2.1014,2.34213,2.67234,2.94563,3.15226,3.47493,3.91964,4.1593300000000015,4.02105,3.80276,3.69427,3.5289300000000003,3.2538400000000003,3.04477,2.92601,2.73861,2.46383,2.21294,1.97816,1.64485,1.18053
0.668797,0.193455,-0.200528,-0.518336,-0.8375790000000001,-1.19562,-1.49607,-1.69533,-1.93791,-2.27401,-2.51536,-2.57959,-2.65276,-2.80287,-2.89416,-2.93718,-3.0910900000000003,-3.3450300000000004,-3.4229300000000005,-3.19359,-2.9283900000000003,-2.81508,-2.74231,-2.6783,-2.72026,-2.7892,-2.65904,-2.26998,-1.7674,-1.2463,-0.716483,-0.19096,0.341549,0.8758520000000001,1.30284,1.56079,1.79214,2.07939,2.32057,2.5293,2.88298,3.36839,3.68881,3.72582,3.75224,3.89322,3.94772,3.86525,3.84546,3.91341,3.81506,3.44852,3.02526,2.65334,2.25307,1.8278,1.44144,1.08476,0.716414,0.330183,-0.0699002,-0.467553,-0.808946,-1.0959299999999998
